Year,Month,Day,Dayth,Hour,Minute,Second,ghi,dni,dif,sza,NO2,press,albedo,ang_alpha,ang_beta,aod550,aod700,broadbandaod,ozone,wv,Tem,Tdpt,aerosol_scattering,TL2R,TL2D,TL2I,TL2Gu,TL2M,TL2Gr
2015,1,20,20,8,15,0,278.67907,461.31,122.55,1.22553,1.00380270130998e-17,981.606,0.18723,0.72129,0.05367,0.08261,0.06942,0.065711,0.27388,3.4357,22.8711,15.701,0.07872,3.313,3.63907,3.32248,3.46773,3.1409,2.73001
2015,1,20,20,8,16,0,283.02616,476.2,123.43,1.229037,1.00371019406552e-17,981.6317,0.18758,0.72145,0.05364,0.082574,0.069388,0.065643,0.27388,3.43426,22.8194,15.7043,0.07868,3.31238,3.63364,3.32203,3.46584,3.13817,2.7295
2015,1,20,20,8,18,0,263.88749,424.15,124.54,1.236046,1.00352500474913e-17,981.6834,0.18827,0.72177,0.05359,0.082498,0.069319,0.065502,0.27388,3.43123,22.7154,15.7109,0.07861,3.31108,3.62273,3.32106,3.46203,3.13257,2.72842
2015,1,20,20,8,19,0,273.22257,451.42,126.41,1.239548,1.00343232335545e-17,981.7094,0.18861,0.72193,0.05355,0.082458,0.069283,0.065428,0.27389,3.42964,22.6632,15.7142,0.07857,3.31041,3.61725,3.32056,3.46012,3.1297,2.72786
2015,1,20,20,8,21,0,274.08752,450.09,130.69,1.246547,1.00324678872293e-17,981.7613,0.18929,0.72224,0.05349,0.082375,0.069208,0.065277,0.27389,3.42634,22.5585,15.7206,0.07848,3.309,3.60625,3.31951,3.4563,3.12384,2.72671
2015,1,20,20,8,22,0,279.34839,465.58,132.56,1.250044,1.00315393616237e-17,981.7874,0.18963,0.7224,0.05346,0.082333,0.069169,0.0652,0.27389,3.42463,22.5061,15.7238,0.07844,3.30828,3.60073,3.31897,3.45439,3.12084,2.72611
2015,1,20,20,8,23,0,282.14769,474.57,134.1,1.253539,1.00306102719335e-17,981.8134,0.18997,0.72255,0.05342,0.082289,0.06913,0.06512,0.27389,3.42287,22.4537,15.727,0.0784,3.30755,3.59519,3.31841,3.45249,3.11781,2.7255
2015,1,20,20,8,24,0,273.6436,448.3,135.28,1.257033,1.00296806217839e-17,981.8395,0.1903,0.7227,0.05339,0.082244,0.06909,0.06504,0.27389,3.42107,22.4013,15.7301,0.07835,3.3068,3.58965,3.31785,3.4506,3.11474,2.72489
2015,1,20,20,8,26,0,240.36426,344.99,136.18,1.264015,1.00278196527382e-17,981.8917,0.19096,0.72301,0.05332,0.082153,0.069008,0.064875,0.2739,3.41737,22.2966,15.7362,0.07826,3.30527,3.57855,3.31669,3.44685,3.10847,2.72363
2015,1,20,20,8,27,0,238.48508,341.47,136.5,1.267503,1.00268883406254e-17,981.9178,0.19128,0.72316,0.05329,0.082107,0.068967,0.064791,0.2739,3.41546,22.2445,15.7392,0.07821,3.3045,3.57299,3.3161,3.445,3.10528,2.723
2015,1,20,20,8,29,0,208.91218,256.75,133.94,1.274474,1.00250240774764e-17,981.9701,0.19192,0.72347,0.05322,0.082014,0.068884,0.064619,0.2739,3.41155,22.1405,15.7451,0.07812,3.30293,3.56186,3.31491,3.44135,3.09879,2.72171
2015,1,20,20,8,30,0,201.4476,239.26,132.38,1.277957,1.00240911332238e-17,981.9962,0.19223,0.72362,0.05318,0.081968,0.068842,0.064532,0.2739,3.40955,22.0888,15.748,0.07807,3.30213,3.55629,3.3143,3.43956,3.0955,2.72106
2015,1,20,20,8,32,0,169.42069,139.08,130.2,1.284917,1.00222236356183e-17,982.0484,0.19283,0.72394,0.05311,0.081874,0.068759,0.064354,0.2739,3.40545,21.986,15.7536,0.07798,3.30053,3.54516,3.31308,3.43606,3.0888,2.71975
2015,1,20,20,8,33,0,175.25213,161.17,130.34,1.288395,1.00212890890494e-17,982.0745,0.19313,0.72409,0.05308,0.081828,0.068717,0.064263,0.27391,3.40337,21.935,15.7563,0.07793,3.29973,3.5396,3.31247,3.43435,3.0854,2.7191
2015,1,20,20,8,35,0,187.62919,209.9,130.54,1.295343,1.00194184166341e-17,982.1266,0.1937,0.72441,0.05301,0.081736,0.068635,0.06408,0.27391,3.39912,21.8339,15.7615,0.07784,3.29813,3.52849,3.31124,3.43104,3.0785,2.71779
2015,1,20,20,8,36,0,198.14369,251.13,130.68,1.298815,1.00184822975721e-17,982.1526,0.19397,0.72457,0.05297,0.081691,0.068594,0.063988,0.27391,3.39696,21.7839,15.764,0.0778,3.29733,3.52294,3.31063,3.42945,3.07501,2.71714
2015,1,20,20,8,38,0,208.04139,296.93,130.26,1.305752,1.00166085099939e-17,982.2045,0.1945,0.7249,0.0529,0.081603,0.068515,0.0638,0.27391,3.39258,21.6849,15.7688,0.07771,3.29574,3.51187,3.30942,3.42638,3.06793,2.71586
2015,1,20,20,8,40,0,221.68558,357.15,130.52,1.312681,1.00147326787775e-17,982.2562,0.195,0.72524,0.05284,0.081518,0.068438,0.06361,0.27391,3.38813,21.5877,15.7734,0.07762,3.29418,3.50085,3.30823,3.42352,3.06073,2.71459
2015,1,20,20,8,41,0,235.7559,414.06,131.45,1.316143,1.00137940051679e-17,982.2819,0.19523,0.72541,0.05281,0.081477,0.0684,0.063514,0.27391,3.38588,21.5399,15.7755,0.07758,3.2934,3.49535,3.30764,3.42217,3.05709,2.71397
2015,1,20,20,8,43,0,235.12,420.17,132.09,1.32306,1.00119151581997e-17,982.3333,0.19567,0.72577,0.05274,0.081399,0.068329,0.063321,0.27392,3.38134,21.4457,15.7795,0.0775,3.29189,3.48441,3.30648,3.41964,3.04972,2.71276
2015,1,20,20,8,44,0,238.43673,441.07,131.76,1.326515,1.00109749916261e-17,982.3588,0.19588,0.72595,0.05272,0.081361,0.068294,0.063223,0.27392,3.37905,21.3994,15.7814,0.07746,3.29115,3.47897,3.30592,3.41848,3.046,2.71216
2015,1,20,20,8,46,0,238.26601,473.12,127.01,1.333419,1.0009093188553e-17,982.4097,0.19627,0.72632,0.05266,0.081291,0.06823,0.063026,0.27392,3.37445,21.3087,15.7849,0.07739,3.2897,3.46814,3.30482,3.41636,3.03848,2.71102
2015,1,20,20,8,47,0,239.91023,502.33,123.47,1.336868,1.00081515588387e-17,982.4351,0.19644,0.72651,0.05263,0.081259,0.068199,0.062927,0.27392,3.37214,21.2644,15.7865,0.07736,3.289,3.46275,3.3043,3.41542,3.03468,2.71046
2015,1,20,20,8,49,0,221.44518,473.92,114.77,1.34376,1.00062668593075e-17,982.4855,0.19676,0.72691,0.05258,0.081199,0.068142,0.062728,0.27392,3.3675,21.1777,15.7894,0.0773,3.28765,3.45205,3.30328,3.41379,3.02702,2.7094
2015,1,20,20,8,50,0,214.70028,465.33,111.52,1.347202,1.00053237962759e-17,982.5105,0.19691,0.72711,0.05256,0.081172,0.068116,0.062627,0.27392,3.36517,21.1355,15.7907,0.07727,3.287,3.44674,3.30279,3.4131,3.02315,2.70889
2015,1,20,20,8,52,0,206.63238,466.89,106.24,1.35408,1.00034362599332e-17,982.5603,0.19716,0.72753,0.05251,0.081124,0.06807,0.062425,0.27392,3.36052,21.0533,15.7929,0.07722,3.28575,3.4362,3.30187,3.41203,3.01535,2.70793
2015,1,20,20,8,54,0,182.31759,392.24,100.61,1.360949,1.000154686552e-17,982.6096,0.19736,0.72797,0.05247,0.081086,0.06803,0.062221,0.27392,3.35588,20.9744,15.7947,0.07719,3.2846,3.42577,3.30102,3.41137,3.00746,2.70704
2015,1,20,20,8,55,0,177.91534,389.92,98,1.36438,1.00006014799005e-17,982.6341,0.19743,0.7282,0.05246,0.08107,0.068013,0.062118,0.27392,3.35356,20.9363,15.7954,0.07717,3.28406,3.42061,3.30062,3.41122,3.00348,2.70663
2015,1,20,20,8,57,0,154.16599,312.28,92.26,1.371236,9.99870934808713e-18,982.6827,0.19755,0.72867,0.05243,0.081047,0.067986,0.06191,0.27392,3.34895,20.8628,15.7965,0.07715,3.28305,3.41037,3.2999,3.41128,2.99547,2.70588
2015,1,20,20,8,58,0,137.09172,247.39,88.88,1.37466,9.99776260867933e-18,982.7068,0.19759,0.72891,0.05241,0.08104,0.067976,0.061806,0.27392,3.34666,20.8274,15.7968,0.07714,3.28259,3.40531,3.29957,3.41151,2.99143,2.70553
2015,1,20,20,9,0,0,138.74245,290.34,84.11,1.381501,9.9958677991126e-18,982.7545,0.19762,0.72942,0.05239,0.081034,0.067963,0.061594,0.27392,3.3421,20.7598,15.7971,0.07713,3.28174,3.3953,3.29899,3.41239,2.98329,2.70493
2015,1,20,20,9,1,0,123.30947,228.61,81.06,1.384918,9.99491973573992e-18,982.7783,0.19762,0.72968,0.05239,0.081036,0.06796,0.061488,0.27392,3.33981,20.7271,15.7969,0.07714,3.28137,3.39036,3.29873,3.41307,2.9792,2.70467
2015,1,20,20,9,3,0,108.60679,178.48,76.82,1.391744,9.99302230806659e-18,982.8259,0.19762,0.73022,0.05238,0.081054,0.067966,0.061275,0.27392,3.3351,20.6625,15.7956,0.07715,3.28074,3.38063,3.29832,3.41495,2.971,2.70426
2015,1,20,20,9,4,0,142.81761,372.48,77.73,1.395153,9.9920729505524e-18,982.8498,0.19762,0.7305,0.05238,0.081069,0.067975,0.061168,0.27392,3.33267,20.6305,15.7944,0.07717,3.28049,3.37585,3.29816,3.41616,2.96688,2.70411
2015,1,20,20,9,6,0,147.77856,418.07,77.53,1.401965,9.99017296441922e-18,982.8975,0.19762,0.73109,0.05239,0.081113,0.068002,0.060953,0.27391,3.32768,20.5675,15.7912,0.07721,3.28007,3.36642,3.29792,3.41917,2.9586,2.7039
2015,1,20,20,9,7,0,120.28476,278.94,74.35,1.405367,9.98922234258691e-18,982.9215,0.19762,0.73139,0.0524,0.081141,0.06802,0.060843,0.27391,3.32512,20.5363,15.7891,0.07724,3.27992,3.36178,3.29785,3.42098,2.95443,2.70385
2015,1,20,20,9,8,0,104.19733,209.44,70.41,1.408766,9.98827130578319e-18,982.9454,0.19762,0.73169,0.05241,0.081173,0.068042,0.060733,0.2739,3.32253,20.5054,15.7867,0.07727,3.2798,3.35718,3.2978,3.423,2.95025,2.70383
2015,1,20,20,9,9,0,101.54391,208.23,68.65,1.412163,9.98731985764065e-18,982.9693,0.19762,0.73201,0.05243,0.08121,0.068067,0.060621,0.2739,3.31989,20.4748,15.7841,0.0773,3.27972,3.35264,3.29777,3.42525,2.94603,2.70383
2015,1,20,20,9,11,0,95.76448,189.3,67.13,1.418948,9.98541573995604e-18,983.0172,0.19762,0.73266,0.05246,0.081293,0.068127,0.06039,0.27389,3.31451,20.4143,15.778,0.07738,3.27964,3.34368,3.29781,3.43046,2.93752,2.70394
2015,1,20,20,9,12,0,90.6649,154.92,67.75,1.422337,9.984463077201e-18,983.0411,0.19761,0.73299,0.05248,0.081341,0.068162,0.060271,0.27388,3.31176,20.3845,15.7746,0.07743,3.27965,3.33926,3.29786,3.43344,2.93322,2.70404
2015,1,20,20,9,14,0,76.33765,59.75,67.9,1.429107,9.98255656011459e-18,983.0889,0.19761,0.73368,0.05253,0.081448,0.068239,0.060025,0.27387,3.30616,20.3255,15.767,0.07753,3.27977,3.33056,3.29805,3.44021,2.9245,2.70433
2015,1,20,20,9,15,0,72.38953,40.47,66.81,1.432488,9.98160271257043e-18,983.1128,0.19761,0.73403,0.05255,0.081506,0.068283,0.059896,0.27386,3.30331,20.2964,15.7629,0.07759,3.27987,3.32628,3.29818,3.44404,2.92008,2.70451
2015,1,20,20,9,17,0,67.45904,35.06,62.86,1.439241,9.97969385572896e-18,983.1605,0.19761,0.73476,0.05261,0.081633,0.068377,0.059627,0.27384,3.29752,20.239,15.7539,0.07771,3.28015,3.31782,3.29851,3.45263,2.91108,2.70496
2015,1,20,20,9,18,0,62.90093,20.19,60.32,1.442613,9.97873885321907e-18,983.1842,0.19761,0.73513,0.05265,0.081702,0.068429,0.059486,0.27383,3.29458,20.2107,15.7492,0.07778,3.28034,3.31366,3.29871,3.45743,2.90651,2.70522
2015,1,20,20,9,20,0,55.44804,7,54.6,1.44935,9.97682771626932e-18,983.2317,0.1976,0.7359,0.05272,0.081849,0.06854,0.059186,0.27382,3.28862,20.1549,15.739,0.07792,3.28079,3.30543,3.29918,3.46816,2.89717,2.70583
2015,1,20,20,9,21,0,53.18206,9.1,52.11,1.452714,9.97587158861706e-18,983.2553,0.1976,0.73629,0.05275,0.081928,0.068599,0.059028,0.27381,3.28559,20.1274,15.7337,0.07799,3.28105,3.30138,3.29944,3.47412,2.8924,2.70616
2015,1,20,20,9,23,0,48.5657,6.53,47.84,1.459433,9.97395823120578e-18,983.3024,0.1976,0.73709,0.05284,0.082093,0.068724,0.058689,0.27378,3.27948,20.0731,15.7225,0.07815,3.28165,3.29337,3.30004,3.4874,2.88264,2.70691
2015,1,20,20,9,25,0,44.55699,1.79,44.37,1.466141,9.97204342662387e-18,983.3493,0.1976,0.73792,0.05292,0.082271,0.068859,0.058319,0.27376,3.27328,20.0198,15.7108,0.07832,3.28235,3.2855,3.30071,3.50266,2.87254,2.70774
2015,1,20,20,9,26,0,43.1426,1.41,43,1.46949,9.97108549000851e-18,983.3727,0.19759,0.73834,0.05297,0.082364,0.068929,0.05812,0.27375,3.27014,19.9935,15.7047,0.07841,3.28273,3.28162,3.30108,3.51113,2.86735,2.70819
2015,1,20,20,9,28,0,41.49,0,41.49,1.47618,9.96916856437634e-18,983.4191,0.19759,0.73921,0.05307,0.082557,0.069077,0.057692,0.27373,3.26382,19.9418,15.6921,0.0786,3.28356,3.27394,3.30187,3.52995,2.85665,2.70914
2015,1,20,20,9,29,0,40.94,0,40.94,1.47952,9.96820958214763e-18,983.4422,0.19759,0.73965,0.05312,0.082658,0.069154,0.057461,0.27371,3.26063,19.9163,15.6856,0.07869,3.284,3.27015,3.30229,3.54039,2.85113,2.70965
2015,1,20,20,9,31,0,NA,NA,NA,NA,9.96629059511197e-18,983.4881,0.19758,0.74055,0.05322,0.082866,0.069313,NA,0.27369,3.25421,19.8662,15.6724,0.0789,3.28495,NA,3.30318,NA,NA,2.71072
2015,1,20,20,9,32,0,NA,NA,NA,NA,9.96533059709329e-18,983.5109,0.19758,0.74101,0.05328,0.082974,0.069396,NA,0.27367,3.25098,19.8415,15.6656,0.079,3.28545,NA,3.30366,NA,NA,2.71128
2015,1,20,20,9,34,0,NA,NA,NA,NA,9.9634096083009e-18,983.5561,0.19757,0.74195,0.05339,0.083197,0.069566,NA,0.27365,3.24449,19.7928,15.6519,0.07921,3.2865,NA,3.30465,NA,NA,2.71245
2015,1,20,20,9,35,0,NA,NA,NA,NA,9.96244862431563e-18,983.5786,0.19757,0.74243,0.05345,0.083311,0.069654,NA,0.27363,3.24122,19.7689,15.6449,0.07932,3.28705,NA,3.30517,NA,NA,2.71306
2015,1,20,20,9,37,0,NA,NA,NA,NA,9.96052569341328e-18,983.6232,0.19757,0.7434,0.05357,0.083546,0.069834,NA,0.2736,3.23467,19.7218,15.6309,0.07955,3.28821,NA,3.30625,NA,NA,2.71432
2015,1,20,20,9,39,0,NA,NA,NA,NA,9.958601500908e-18,983.6673,0.19756,0.7444,0.05369,0.083788,0.070019,NA,0.27357,3.22809,19.6758,15.6166,0.07978,3.28941,NA,3.30739,NA,NA,2.71563
2015,1,20,20,9,40,0,NA,NA,NA,NA,9.95763893991923e-18,983.6891,0.19756,0.74491,0.05375,0.083912,0.070114,NA,0.27356,3.22479,19.6532,15.6095,0.0799,3.29004,NA,3.30798,NA,NA,2.71631
2015,1,20,20,9,42,0,NA,NA,NA,NA,9.95571290471526e-18,983.7323,0.19755,0.74595,0.05388,0.084165,0.070308,NA,0.27353,3.21819,19.6087,15.5952,0.08014,3.29133,NA,3.3092,NA,NA,2.71769
2015,1,20,20,9,43,0,NA,NA,NA,NA,9.95474943728892e-18,983.7537,0.19755,0.74647,0.05395,0.084293,0.070406,NA,0.27352,3.21488,19.5868,15.588,0.08027,3.29199,NA,3.30982,NA,NA,2.7184
2015,1,20,20,9,45,0,NA,NA,NA,NA,9.95282161903301e-18,983.796,0.19754,0.74754,0.05408,0.084555,0.070606,NA,0.27348,3.20828,19.5439,15.5738,0.08052,3.29334,NA,3.31111,NA,NA,2.71985
2015,1,20,20,9,46,0,NA,NA,NA,NA,9.95185727499246e-18,983.817,0.19754,0.74809,0.05415,0.084687,0.070708,NA,0.27347,3.20498,19.5228,15.5667,0.08065,3.29403,NA,3.31176,NA,NA,2.72059
2015,1,20,20,9,48,0,NA,NA,NA,NA,9.94992773333139e-18,983.8583,0.19753,0.74919,0.05428,0.084957,0.070914,NA,0.27344,3.19839,19.4814,15.5526,0.08091,3.29544,NA,3.31311,NA,NA,2.72209
2015,1,20,20,9,49,0,NA,NA,NA,NA,9.94896254250001e-18,983.8787,0.19753,0.74975,0.05435,0.085093,0.071018,NA,0.27342,3.19511,19.4611,15.5457,0.08104,3.29615,NA,3.3138,NA,NA,2.72285
2015,1,20,20,9,51,0,NA,NA,NA,NA,9.94703133708053e-18,983.9189,0.19752,0.75089,0.05449,0.085368,0.071228,NA,0.27339,3.18856,19.4213,15.532,0.0813,3.29761,NA,3.31519,NA,NA,2.72439
2015,1,20,20,9,52,0,NA,NA,NA,NA,9.94606532928171e-18,983.9387,0.19752,0.75147,0.05456,0.085507,0.071334,NA,0.27338,3.1853,19.4017,15.5252,0.08144,3.29834,NA,3.31591,NA,NA,2.72517
2015,1,20,20,9,53,0,NA,NA,NA,NA,9.94509905562584e-18,983.9583,0.19751,0.75206,0.05463,0.085647,0.071441,NA,0.27336,3.18205,19.3825,15.5186,0.08157,3.29908,NA,3.31662,NA,NA,2.72595
2015,1,20,20,9,54,0,NA,NA,NA,NA,9.94413251975059e-18,983.9778,0.19751,0.75265,0.0547,0.085788,0.071548,NA,0.27335,3.17881,19.3634,15.5121,0.08171,3.29983,NA,3.31735,NA,NA,2.72674
2015,1,20,20,9,56,0,NA,NA,NA,NA,9.94219867394876e-18,984.016,0.1975,0.75384,0.05484,0.086071,0.071764,NA,0.27332,3.17237,19.3262,15.4993,0.08198,3.30132,NA,3.31882,NA,NA,2.72832
2015,1,20,20,9,57,0,NA,NA,NA,NA,9.94123137081169e-18,984.0348,0.19749,0.75445,0.05492,0.086214,0.071872,NA,0.2733,3.16917,19.3079,15.4931,0.08212,3.30208,NA,3.31956,NA,NA,2.72912
2015,1,20,20,9,59,0,NA,NA,NA,NA,9.93929602030949e-18,984.0717,0.19749,0.75568,0.05506,0.0865,0.072089,NA,0.27327,3.16282,19.2722,15.4811,0.08239,3.30359,NA,3.32106,NA,NA,2.73071
2015,1,20,20,10,0,0,NA,NA,NA,NA,9.93832797973399e-18,984.0898,0.19748,0.75631,0.05513,0.086643,0.072198,NA,0.27326,3.15968,19.2548,15.4753,0.08253,3.30435,NA,3.32182,NA,NA,2.73151
2015,1,20,20,10,2,0,NA,NA,NA,NA,9.93639118417817e-18,984.1258,0.19747,0.75763,0.05528,0.086956,0.072435,NA,0.27323,3.15337,19.2205,15.4637,0.08283,3.30608,NA,3.32353,NA,NA,2.73329
2015,1,20,20,10,3,0,NA,NA,NA,NA,9.93542243598761e-18,984.1438,0.19747,0.75834,0.05537,0.08713,0.072567,NA,0.27321,3.15018,19.2036,15.4579,0.083,3.3071,NA,3.32453,NA,NA,2.73432
2015,1,20,20,10,5,0,NA,NA,NA,NA,9.93348425502495e-18,984.1798,0.19746,0.75987,0.05556,0.087513,0.072859,NA,0.27318,3.14377,19.1702,15.446,0.08337,3.30942,NA,3.32678,NA,NA,2.73665
2015,1,20,20,10,6,0,NA,NA,NA,NA,9.93251482904271e-18,984.1977,0.19745,0.76068,0.05567,0.087721,0.073018,NA,0.27316,3.14054,19.1538,15.44,0.08357,3.31072,NA,3.32804,NA,NA,2.73793
2015,1,20,20,10,8,0,NA,NA,NA,NA,9.93057532231996e-18,984.2335,0.19744,0.76238,0.05589,0.088168,0.07336,NA,0.27313,3.13404,19.1215,15.4279,0.084,3.31358,NA,3.3308,NA,NA,2.74074
2015,1,20,20,10,10,0,NA,NA,NA,NA,9.92863496489422e-18,984.2691,0.19743,0.76419,0.05614,0.088654,0.073733,NA,0.2731,3.12749,19.0898,15.4156,0.08448,3.31677,NA,3.33386,NA,NA,2.74384
2015,1,20,20,10,11,0,NA,NA,NA,NA,9.92766447553335e-18,984.2868,0.19743,0.76513,0.05627,0.088911,0.07393,NA,0.27308,3.1242,19.0741,15.4094,0.08473,3.31848,NA,3.33549,NA,NA,2.74549
2015,1,20,20,10,13,0,NA,NA,NA,NA,9.92572289175879e-18,984.3221,0.19742,0.76709,0.05655,0.089451,0.074344,NA,0.27304,3.11758,19.0433,15.3969,0.08525,3.32211,NA,3.33897,NA,NA,2.74899
2015,1,20,20,10,14,0,NA,NA,NA,NA,9.92475180413526e-18,984.3397,0.19741,0.7681,0.05669,0.089733,0.07456,NA,0.27302,3.11426,19.0282,15.3907,0.08552,3.32402,NA,3.3408,NA,NA,2.75083
2015,1,20,20,10,16,0,NA,NA,NA,NA,9.92280905365865e-18,984.3746,0.1974,0.77019,0.05699,0.09032,0.07501,NA,0.27298,3.1076,18.9983,15.378,0.08609,3.32803,NA,3.34464,NA,NA,2.75467
2015,1,20,20,10,17,0,NA,NA,NA,NA,9.92183739759582e-18,984.3919,0.1974,0.77126,0.05715,0.090625,0.075243,NA,0.27296,3.10425,18.9835,15.3716,0.08639,3.33013,NA,3.34665,NA,NA,2.75667
2015,1,20,20,10,19,0,NA,NA,NA,NA,9.91989354006392e-18,984.4264,0.19739,0.77345,0.05747,0.091252,0.075725,NA,0.27292,3.09755,18.9545,15.3589,0.087,3.33446,NA,3.3508,NA,NA,2.76081
2015,1,20,20,10,20,0,NA,NA,NA,NA,9.91892134538519e-18,984.4435,0.19738,0.77457,0.05763,0.091575,0.075972,NA,0.2729,3.09419,18.9401,15.3524,0.08731,3.33671,NA,3.35295,NA,NA,2.76294
2015,1,20,20,10,22,0,NA,NA,NA,NA,9.91697644044476e-18,984.4773,0.19737,0.77685,0.05797,0.092238,0.076479,NA,0.27286,3.08747,18.9119,15.3396,0.08795,3.34132,NA,3.35738,NA,NA,2.76733
2015,1,20,20,10,24,0,NA,NA,NA,NA,9.91503087036905e-18,984.5108,0.19736,0.77917,0.05832,0.092919,0.077001,NA,0.27282,3.08073,18.8842,15.3267,0.08861,3.34607,NA,3.36196,NA,NA,2.77184
2015,1,20,20,10,25,0,NA,NA,NA,NA,9.9140578442713e-18,984.5273,0.19735,0.78035,0.05849,0.093266,0.077267,NA,0.2728,3.07737,18.8706,15.3202,0.08895,3.3485,NA,3.36429,NA,NA,2.77415
2015,1,20,20,10,27,0,NA,NA,NA,NA,9.91211132619833e-18,984.5601,0.19734,0.78272,0.05885,0.093971,0.077807,NA,0.27276,3.07063,18.8436,15.3073,0.08963,3.35344,NA,3.36905,NA,NA,2.77883
2015,1,20,20,10,28,0,NA,NA,NA,NA,9.91113784101368e-18,984.5763,0.19733,0.78392,0.05903,0.094329,0.07808,NA,0.27273,3.06727,18.8304,15.3008,0.08998,3.35595,NA,3.37147,NA,NA,2.7812
2015,1,20,20,10,30,0,NA,NA,NA,NA,9.90919043459022e-18,984.6082,0.19732,0.78633,0.0594,0.095051,0.078632,NA,0.27269,3.06055,18.8042,15.2879,0.09068,3.36101,NA,3.37637,NA,NA,2.78599
2015,1,20,20,10,31,0,NA,NA,NA,NA,9.90821652014205e-18,984.624,0.19731,0.78754,0.05959,0.095416,0.078911,NA,0.27267,3.0572,18.7913,15.2815,0.09104,3.36356,NA,3.37884,NA,NA,2.78841
2015,1,20,20,10,33,0,NA,NA,NA,NA,9.90626828501485e-18,984.655,0.1973,0.78996,0.05996,0.096149,0.079471,NA,0.27262,3.0505,18.7658,15.2686,0.09175,3.3687,NA,3.38383,NA,NA,2.79327
2015,1,20,20,10,34,0,NA,NA,NA,NA,9.90529397112654e-18,984.6703,0.19729,0.79117,0.06014,0.096517,0.079752,NA,0.2726,3.04717,18.7532,15.2622,0.09211,3.37127,NA,3.38633,NA,NA,2.7957
2015,1,20,20,10,36,0,NA,NA,NA,NA,9.90334496694238e-18,984.7005,0.19728,0.79359,0.06052,0.097255,0.080314,NA,0.27255,3.04052,18.7284,15.2495,0.09282,3.37643,NA,3.39136,NA,NA,2.80058
2015,1,20,20,10,37,0,NA,NA,NA,NA,9.9023702834373e-18,984.7153,0.19727,0.79479,0.0607,0.097624,0.080596,NA,0.27253,3.03721,18.7162,15.2432,0.09318,3.37901,NA,3.39387,NA,NA,2.80301
2015,1,20,20,10,38,0,NA,NA,NA,NA,9.90139548319064e-18,984.7299,0.19727,0.79599,0.06089,0.097992,0.080876,NA,0.27251,3.03391,18.704,15.2368,0.09354,3.38157,NA,3.39638,NA,NA,2.80544
2015,1,20,20,10,39,0,NA,NA,NA,NA,9.90042056984293e-18,984.7443,0.19726,0.79718,0.06107,0.098359,0.081156,NA,0.27248,3.03061,18.692,15.2305,0.09389,3.38413,NA,3.39888,NA,NA,2.80786
2015,1,20,20,10,41,0,NA,NA,NA,NA,9.8984704164455e-18,984.7726,0.19725,0.79954,0.06144,0.09909,0.081713,NA,0.27244,3.02406,18.6682,15.2181,0.0946,3.38921,NA,3.40385,NA,NA,2.81267
2015,1,20,20,10,42,0,NA,NA,NA,NA,9.89749518318665e-18,984.7865,0.19724,0.80071,0.06162,0.099453,0.081989,NA,0.27241,3.02081,18.6565,15.2119,0.09495,3.39172,NA,3.40632,NA,NA,2.81505
2015,1,20,20,10,44,0,NA,NA,NA,NA,9.89554441979029e-18,984.8136,0.19723,0.80301,0.06198,0.100171,0.082535,NA,0.27237,3.01434,18.6333,15.1996,0.09565,3.39669,NA,3.41121,NA,NA,2.81976
2015,1,20,20,10,45,0,NA,NA,NA,NA,9.89456889644369e-18,984.8268,0.19722,0.80414,0.06216,0.100526,0.082805,NA,0.27234,3.01113,18.6219,15.1935,0.09599,3.39914,NA,3.41361,NA,NA,2.82208
2015,1,20,20,10,47,0,NA,NA,NA,NA,9.89261758269514e-18,984.8526,0.1972,0.80636,0.06251,0.101225,0.083336,NA,0.2723,3.00475,18.5993,15.1814,0.09667,3.40394,NA,3.41836,NA,NA,2.82664
2015,1,20,20,10,48,0,NA,NA,NA,NA,9.89164179908417e-18,984.8652,0.1972,0.80745,0.06268,0.101568,0.083597,NA,0.27227,3.00159,18.5881,15.1755,0.097,3.4063,NA,3.42068,NA,NA,2.82888
2015,1,20,20,10,50,0,NA,NA,NA,NA,9.88968999463022e-18,984.8897,0.19718,0.80957,0.06301,0.102242,0.084108,NA,0.27223,2.99531,18.566,15.1637,0.09766,3.4109,NA,3.42523,NA,NA,2.83325
2015,1,20,20,10,51,0,NA,NA,NA,NA,9.88871398057825e-18,984.9016,0.19718,0.8106,0.06318,0.102571,0.084358,NA,0.2722,2.99221,18.5551,15.1579,0.09798,3.41314,NA,3.42745,NA,NA,2.83538
2015,1,20,20,10,53,0,NA,NA,NA,NA,9.88676174506565e-18,984.9246,0.19716,0.8126,0.0635,0.103213,0.084845,NA,0.27215,2.98606,18.5335,15.1465,0.0986,3.41748,NA,3.43176,NA,NA,2.83952
2015,1,20,20,10,55,0,NA,NA,NA,NA,9.8848092553177e-18,984.9465,0.19715,0.81451,0.0638,0.10383,0.085313,NA,0.27211,2.97999,18.5123,15.1353,0.09919,3.42163,NA,3.43588,NA,NA,2.84349
2015,1,20,20,10,56,0,NA,NA,NA,NA,9.88383292347158e-18,984.9571,0.19714,0.81543,0.06395,0.104128,0.085539,NA,0.27208,2.977,18.5017,15.1297,0.09948,3.42363,NA,3.43787,NA,NA,2.8454
2015,1,20,20,10,58,0,NA,NA,NA,NA,9.88188010207625e-18,984.9775,0.19712,0.81719,0.06424,0.104702,0.085974,NA,0.27204,2.97108,18.4809,15.1189,0.10004,3.42745,NA,3.44167,NA,NA,2.84907
